base	type	position	size	tr
 т е ш	TT	0	monosyllabic	FALSE
бу т о ш	TT	0	disyllabic	FALSE
ши т о ш	TT	0	disyllabic	FALSE
 т е ш	TT	0	monosyllabic	FALSE
 т о ш	TT	0	monosyllabic	FALSE
 т е ш	TT	0	monosyllabic	FALSE
 т е шл	TTR	1	monosyllabic	TRUE
 тш о л	TTR	2	monosyllabic	TRUE
 тш о л	TTR	2	monosyllabic	TRUE
 тш о л	TTR	2	monosyllabic	TRUE
ра тш о л	TTR	2	disyllabic	TRUE
 т о шл	TTR	1	monosyllabic	TRUE
зу т о шл	TTR	1	disyllabic	TRUE
 т о шл	TTR	1	monosyllabic	TRUE
 тш е л	TTR	2	monosyllabic	TRUE
 т е шл	TTR	1	monosyllabic	TRUE
 т о шл	TTR	1	monosyllabic	TRUE
ку тш е м	TTR	2	disyllabic	TRUE
ка т е шм	TTR	1	disyllabic	TRUE
 т о шм	TTR	1	monosyllabic	TRUE
 т е шм	TTR	1	monosyllabic	TRUE
лу тш е м	TTR	2	disyllabic	TRUE
ку тш о м	TTR	2	disyllabic	TRUE
 т о шм	TTR	1	monosyllabic	TRUE
су тш о м	TTR	2	disyllabic	TRUE
 т е шн	TTR	1	monosyllabic	TRUE
гу тш е н	TTR	2	disyllabic	TRUE
ки т о шн	TTR	1	disyllabic	TRUE
 тш о н	TTR	2	monosyllabic	TRUE
ги т о шн	TTR	1	disyllabic	TRUE
бу тш е н	TTR	2	disyllabic	TRUE
ку тш о н	TTR	2	disyllabic	TRUE
 тш е н	TTR	2	monosyllabic	TRUE
пи т е шн	TTR	1	disyllabic	TRUE
 т е шн	TTR	1	monosyllabic	TRUE
 т е шн	TTR	1	monosyllabic	TRUE
си т о шн	TTR	1	disyllabic	TRUE
ма т о шп	TTT	1	disyllabic	FALSE
 тш о п	TTT	2	monosyllabic	FALSE
ма т е шп	TTT	1	disyllabic	FALSE
ху т е шп	TTT	1	disyllabic	FALSE
та тш о п	TTT	2	disyllabic	FALSE
 тш о п	TTT	2	monosyllabic	FALSE
лу тш е п	TTT	2	disyllabic	FALSE
би т е шр	TTR	1	disyllabic	TRUE
 т е шр	TTR	1	monosyllabic	TRUE
ти тш е р	TTR	2	disyllabic	TRUE
ги т о шр	TTR	1	disyllabic	TRUE
жу т е шр	TTR	1	disyllabic	TRUE
ти тш е р	TTR	2	disyllabic	TRUE
 т о шр	TTR	1	monosyllabic	TRUE
 т о шр	TTR	1	monosyllabic	TRUE
зу тш е р	TTR	2	disyllabic	TRUE
хи тш о р	TTR	2	disyllabic	TRUE
ри т е шс	TTT	1	disyllabic	FALSE
ра т е шс	TTT	1	disyllabic	FALSE
 тш о с	TTT	2	monosyllabic	FALSE
 тш о с	TTT	2	monosyllabic	FALSE
 тш о с	TTT	2	monosyllabic	FALSE
 т е шс	TTT	1	monosyllabic	FALSE
 т о шс	TTT	1	monosyllabic	FALSE
 т о шт	TTT	1	monosyllabic	FALSE
 т о шт	TTT	1	monosyllabic	FALSE
 тш е т	TTT	2	monosyllabic	FALSE
ну тш о т	TTT	2	disyllabic	FALSE
зу т о шт	TTT	1	disyllabic	FALSE
ри т е шт	TTT	1	disyllabic	FALSE
ту тш е т	TTT	2	disyllabic	FALSE
ми т о шт	TTT	1	disyllabic	FALSE
ри тш е т	TTT	2	disyllabic	FALSE
ги т о шт	TTT	1	disyllabic	FALSE
 т о шт	TTT	1	monosyllabic	FALSE
ту т е шт	TTT	1	disyllabic	FALSE
 т о шх	TTT	1	monosyllabic	FALSE
хи тш о х	TTT	2	disyllabic	FALSE
 тш е х	TTT	2	monosyllabic	FALSE
 тш о х	TTT	2	monosyllabic	FALSE
ма тш о х	TTT	2	disyllabic	FALSE
 т е шх	TTT	1	monosyllabic	FALSE
ми т е шх	TTT	1	disyllabic	FALSE
 т е шх	TTT	1	monosyllabic	FALSE
би тш о х	TTT	2	disyllabic	FALSE
 т е шч	TTT	1	monosyllabic	FALSE
жу тш о ч	TTT	2	disyllabic	FALSE
 тш е ч	TTT	2	monosyllabic	FALSE
ша т е шч	TTT	1	disyllabic	FALSE
зи т о шч	TTT	1	disyllabic	FALSE
ку тш о ч	TTT	2	disyllabic	FALSE
си тш о ч	TTT	2	disyllabic	FALSE
ги тш е ч	TTT	2	disyllabic	FALSE
 т о шч	TTT	1	monosyllabic	FALSE
ту т е шч	TTT	1	disyllabic	FALSE
 ф о в	TR	0	monosyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
ма ф е в	TR	0	disyllabic	TRUE
си ф е в	TR	0	disyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
 ф о в	TR	0	monosyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
га ф о в	TR	0	disyllabic	TRUE
 ф е в	TR	0	monosyllabic	TRUE
ра ф е в	TR	0	disyllabic	TRUE
жа ф е в	TR	0	disyllabic	TRUE
 ф о в	TR	0	monosyllabic	TRUE
 ф о в	TR	0	monosyllabic	TRUE
ла ф о м	TR	0	disyllabic	TRUE
ту ф о м	TR	0	disyllabic	TRUE
пи ф о м	TR	0	disyllabic	TRUE
бу ф о м	TR	0	disyllabic	TRUE
ну ф о м	TR	0	disyllabic	TRUE
 ф о м	TR	0	monosyllabic	TRUE
 ф е м	TR	0	monosyllabic	TRUE
 ф е м	TR	0	monosyllabic	TRUE
ла ф о м	TR	0	disyllabic	TRUE
 ф е м	TR	0	monosyllabic	TRUE
 ф е м	TR	0	monosyllabic	TRUE
жу ф е м	TR	0	disyllabic	TRUE
жи ф о м	TR	0	disyllabic	TRUE
гу ф е м	TR	0	disyllabic	TRUE
 ф е м	TR	0	monosyllabic	TRUE
 ф е м	TR	0	monosyllabic	TRUE
 ф о м	TR	0	monosyllabic	TRUE
ба фм о в	TRR	2	disyllabic	FALSE
хи фм о в	TRR	2	disyllabic	FALSE
 фм о в	TRR	2	monosyllabic	FALSE
 ф е мв	TRR	1	monosyllabic	FALSE
хи ф о мв	TRR	1	disyllabic	FALSE
 фм е в	TRR	2	monosyllabic	FALSE
су ф е мв	TRR	1	disyllabic	FALSE
жи ф е мв	TRR	1	disyllabic	FALSE
жа ф е мв	TRR	1	disyllabic	FALSE
хи фм о в	TRR	2	disyllabic	FALSE
ра ф о мв	TRR	1	disyllabic	FALSE
ха ф о мв	TRR	1	disyllabic	FALSE
ту ф о мв	TRR	1	disyllabic	FALSE
бу ф о мв	TRR	1	disyllabic	FALSE
бу фм е в	TRR	2	disyllabic	FALSE
ху ф о мв	TRR	1	disyllabic	FALSE
 фм е в	TRR	2	monosyllabic	FALSE
 ф е мв	TRR	1	monosyllabic	FALSE
 фм е в	TRR	2	monosyllabic	FALSE
би фм о в	TRR	2	disyllabic	FALSE
 фм е в	TRR	2	monosyllabic	FALSE
гу фм е в	TRR	2	disyllabic	FALSE
ри фм е в	TRR	2	disyllabic	FALSE
жи фм о в	TRR	2	disyllabic	FALSE
 ф о мв	TRR	1	monosyllabic	FALSE
 ф о мв	TRR	1	monosyllabic	FALSE
 ф е мв	TRR	1	monosyllabic	FALSE
ху ф е мв	TRR	1	disyllabic	FALSE
ру ф е мв	TRR	1	disyllabic	FALSE
 фм о в	TRR	2	monosyllabic	FALSE
та ф е мв	TRR	1	disyllabic	FALSE
 фм о в	TRR	2	monosyllabic	FALSE
 фм е в	TRR	2	monosyllabic	FALSE
га фм е в	TRR	2	disyllabic	FALSE
 фм о в	TRR	2	monosyllabic	FALSE
ру фм е в	TRR	2	disyllabic	FALSE
ши фм е в	TRR	2	disyllabic	FALSE
 фм о в	TRR	2	monosyllabic	FALSE
зу ф е мв	TRR	1	disyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 фм е н	TRR	2	monosyllabic	FALSE
ма ф о мн	TRR	1	disyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
 фм о н	TRR	2	monosyllabic	FALSE
ми ф е мн	TRR	1	disyllabic	FALSE
 фм о н	TRR	2	monosyllabic	FALSE
 фм о н	TRR	2	monosyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 фм о н	TRR	2	monosyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 фм о н	TRR	2	monosyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
зу фм о н	TRR	2	disyllabic	FALSE
жи фм е н	TRR	2	disyllabic	FALSE
ба ф е мн	TRR	1	disyllabic	FALSE
би фм е н	TRR	2	disyllabic	FALSE
пи фм е н	TRR	2	disyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
 фм е н	TRR	2	monosyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
ку ф е мн	TRR	1	disyllabic	FALSE
ша ф е мн	TRR	1	disyllabic	FALSE
 фм е н	TRR	2	monosyllabic	FALSE
зу ф о мн	TRR	1	disyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
ба ф е мн	TRR	1	disyllabic	FALSE
зу фм о н	TRR	2	disyllabic	FALSE
ша фм е н	TRR	2	disyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
 ф о мн	TRR	1	monosyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
ну фм о н	TRR	2	disyllabic	FALSE
 ф е мн	TRR	1	monosyllabic	FALSE
ха ф е мн	TRR	1	disyllabic	FALSE
 ф о п	TT	0	monosyllabic	FALSE
гу ф е п	TT	0	disyllabic	FALSE
ки ф е п	TT	0	disyllabic	FALSE
 ф о п	TT	0	monosyllabic	FALSE
ку ф о п	TT	0	disyllabic	FALSE
 ф е п	TT	0	monosyllabic	FALSE
 ф е п	TT	0	monosyllabic	FALSE
ма ф е п	TT	0	disyllabic	FALSE
зи ф о п	TT	0	disyllabic	FALSE
 ф е п	TT	0	monosyllabic	FALSE
ла ф е п	TT	0	disyllabic	FALSE
ши ф о пв	TTR	1	disyllabic	TRUE
 фп о в	TTR	2	monosyllabic	TRUE
 ф е пв	TTR	1	monosyllabic	TRUE
 фп е в	TTR	2	monosyllabic	TRUE
 фп о в	TTR	2	monosyllabic	TRUE
 ф о пв	TTR	1	monosyllabic	TRUE
ру ф е пв	TTR	1	disyllabic	TRUE
 ф о пв	TTR	1	monosyllabic	TRUE
 ф о пв	TTR	1	monosyllabic	TRUE
ми ф о пв	TTR	1	disyllabic	TRUE
су ф о пв	TTR	1	disyllabic	TRUE
 фп е в	TTR	2	monosyllabic	TRUE
 фп е м	TTR	2	monosyllabic	TRUE
 ф е пм	TTR	1	monosyllabic	TRUE
ми фп е м	TTR	2	disyllabic	TRUE
ку ф о пм	TTR	1	disyllabic	TRUE
шу фп о м	TTR	2	disyllabic	TRUE
 фп о м	TTR	2	monosyllabic	TRUE
ми фп о м	TTR	2	disyllabic	TRUE
 ф о пм	TTR	1	monosyllabic	TRUE
ха ф о пр	TTR	1	disyllabic	TRUE
ша ф е пр	TTR	1	disyllabic	TRUE
 фп о р	TTR	2	monosyllabic	TRUE
 ф е пр	TTR	1	monosyllabic	TRUE
 ф о пр	TTR	1	monosyllabic	TRUE
ба фп е р	TTR	2	disyllabic	TRUE
 ф е пр	TTR	1	monosyllabic	TRUE
ки ф е пр	TTR	1	disyllabic	TRUE
зи фп е р	TTR	2	disyllabic	TRUE
 ф о пр	TTR	1	monosyllabic	TRUE
 фп о р	TTR	2	monosyllabic	TRUE
 фп е ф	TTT	2	monosyllabic	FALSE
ту ф о пф	TTT	1	disyllabic	FALSE
ку фп е ф	TTT	2	disyllabic	FALSE
 фп о ф	TTT	2	monosyllabic	FALSE
 ф о пф	TTT	1	monosyllabic	FALSE
ту фп о ф	TTT	2	disyllabic	FALSE
ми ф е пф	TTT	1	disyllabic	FALSE
 фп е ф	TTT	2	monosyllabic	FALSE
 фп о ф	TTT	2	monosyllabic	FALSE
ки фп е х	TTT	2	disyllabic	FALSE
 фп о х	TTT	2	monosyllabic	FALSE
 ф о пх	TTT	1	monosyllabic	FALSE
 фп е х	TTT	2	monosyllabic	FALSE
 фп о х	TTT	2	monosyllabic	FALSE
ба фп о х	TTT	2	disyllabic	FALSE
зу фп о х	TTT	2	disyllabic	FALSE
 фп о ш	TTT	2	monosyllabic	FALSE
ми ф о пш	TTT	1	disyllabic	FALSE
хи фп е ш	TTT	2	disyllabic	FALSE
зи ф о пш	TTT	1	disyllabic	FALSE
 ф е пш	TTT	1	monosyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
ти ф е х	TT	0	disyllabic	FALSE
ли ф е х	TT	0	disyllabic	FALSE
шу ф о х	TT	0	disyllabic	FALSE
ри ф е х	TT	0	disyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
шу ф о х	TT	0	disyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
 ф о х	TT	0	monosyllabic	FALSE
 фх о в	TTR	2	monosyllabic	TRUE
ту ф о хв	TTR	1	disyllabic	TRUE
пи ф о хв	TTR	1	disyllabic	TRUE
 фх о в	TTR	2	monosyllabic	TRUE
зи фх о в	TTR	2	disyllabic	TRUE
 фх о в	TTR	2	monosyllabic	TRUE
 фх е в	TTR	2	monosyllabic	TRUE
ху ф о хв	TTR	1	disyllabic	TRUE
 фх о в	TTR	2	monosyllabic	TRUE
ки ф о хв	TTR	1	disyllabic	TRUE
ху ф о хв	TTR	1	disyllabic	TRUE
 ф о хл	TTR	1	monosyllabic	TRUE
 ф о хл	TTR	1	monosyllabic	TRUE
ри фх е л	TTR	2	disyllabic	TRUE
 фх о л	TTR	2	monosyllabic	TRUE
 фх е л	TTR	2	monosyllabic	TRUE
 ф о хл	TTR	1	monosyllabic	TRUE
 ф о хл	TTR	1	monosyllabic	TRUE
ми фх е м	TTR	2	disyllabic	TRUE
 фх о м	TTR	2	monosyllabic	TRUE
ка фх о м	TTR	2	disyllabic	TRUE
 ф о хм	TTR	1	monosyllabic	TRUE
 ф о хм	TTR	1	monosyllabic	TRUE
 фх е м	TTR	2	monosyllabic	TRUE
 ф о хс	TTT	1	monosyllabic	FALSE
 ф о хс	TTT	1	monosyllabic	FALSE
 ф о хс	TTT	1	monosyllabic	FALSE
 ф о хс	TTT	1	monosyllabic	FALSE
ху ф о хс	TTT	1	disyllabic	FALSE
 ф е хс	TTT	1	monosyllabic	FALSE
ма фх о с	TTT	2	disyllabic	FALSE
ша ф о хс	TTT	1	disyllabic	FALSE
ги ф о хс	TTT	1	disyllabic	FALSE
гу фх о ф	TTT	2	disyllabic	FALSE
 ф о хф	TTT	1	monosyllabic	FALSE
би фх о ф	TTT	2	disyllabic	FALSE
лу ф о хф	TTT	1	disyllabic	FALSE
би ф е хф	TTT	1	disyllabic	FALSE
 ф е хф	TTT	1	monosyllabic	FALSE
 ф о хф	TTT	1	monosyllabic	FALSE
пу ф е хф	TTT	1	disyllabic	FALSE
пу фх е ф	TTT	2	disyllabic	FALSE
 фх о ф	TTT	2	monosyllabic	FALSE
та фх о ф	TTT	2	disyllabic	FALSE
 ф е хф	TTT	1	monosyllabic	FALSE
 ф о хч	TTT	1	monosyllabic	FALSE
 ф о хч	TTT	1	monosyllabic	FALSE
 фх о ч	TTT	2	monosyllabic	FALSE
ра ф о хч	TTT	1	disyllabic	FALSE
ки ф е хч	TTT	1	disyllabic	FALSE
 фх е ч	TTT	2	monosyllabic	FALSE
жа ф о хч	TTT	1	disyllabic	FALSE
ми ф о хч	TTT	1	disyllabic	FALSE
ла ф о хш	TTT	1	disyllabic	FALSE
 ф е хш	TTT	1	monosyllabic	FALSE
ту ф о хш	TTT	1	disyllabic	FALSE
 фх е ш	TTT	2	monosyllabic	FALSE
 ф е хш	TTT	1	monosyllabic	FALSE
пи ф е хш	TTT	1	disyllabic	FALSE
ха ф о хш	TTT	1	disyllabic	FALSE
лу ф о ч	TT	0	disyllabic	FALSE
ну ф е ч	TT	0	disyllabic	FALSE
ли ф о ч	TT	0	disyllabic	FALSE
 ф о ч	TT	0	monosyllabic	FALSE
 ф е ч	TT	0	monosyllabic	FALSE
зи ф е ч	TT	0	disyllabic	FALSE
 ф о ч	TT	0	monosyllabic	FALSE
 ф е ч	TT	0	monosyllabic	FALSE
ла ф о ч	TT	0	disyllabic	FALSE
 ф е ч	TT	0	monosyllabic	FALSE
 ф е ч	TT	0	monosyllabic	FALSE
ка ф о ч	TT	0	disyllabic	FALSE
 ф о чв	TTR	1	monosyllabic	TRUE
 фч о в	TTR	2	monosyllabic	TRUE
ми фч е в	TTR	2	disyllabic	TRUE
 фч е в	TTR	2	monosyllabic	TRUE
 ф о чв	TTR	1	monosyllabic	TRUE
 фч о в	TTR	2	monosyllabic	TRUE
 ф о чв	TTR	1	monosyllabic	TRUE
ку фч е в	TTR	2	disyllabic	TRUE
 ф о чл	TTR	1	monosyllabic	TRUE
га фч о л	TTR	2	disyllabic	TRUE
 фч о л	TTR	2	monosyllabic	TRUE
 фч е л	TTR	2	monosyllabic	TRUE
 ф е чл	TTR	1	monosyllabic	TRUE
ки фч е л	TTR	2	disyllabic	TRUE
ба фч е л	TTR	2	disyllabic	TRUE
та фч о л	TTR	2	disyllabic	TRUE
бу фч е н	TTR	2	disyllabic	TRUE
 ф о чн	TTR	1	monosyllabic	TRUE
му фч е н	TTR	2	disyllabic	TRUE
ку фч е н	TTR	2	disyllabic	TRUE
жи ф о чн	TTR	1	disyllabic	TRUE
 ф о чн	TTR	1	monosyllabic	TRUE
 фч о н	TTR	2	monosyllabic	TRUE
 фч е н	TTR	2	monosyllabic	TRUE
жи ф о чп	TTT	1	disyllabic	FALSE
та фч о п	TTT	2	disyllabic	FALSE
 ф е чп	TTT	1	monosyllabic	FALSE
зи фч о п	TTT	2	disyllabic	FALSE
гу ф е чп	TTT	1	disyllabic	FALSE
 ф е чп	TTT	1	monosyllabic	FALSE
 ф е чп	TTT	1	monosyllabic	FALSE
ну фч о п	TTT	2	disyllabic	FALSE
 ф о чп	TTT	1	monosyllabic	FALSE
 ф о чп	TTT	1	monosyllabic	FALSE
 фч е п	TTT	2	monosyllabic	FALSE
 ф о чр	TTR	1	monosyllabic	TRUE
 фч е р	TTR	2	monosyllabic	TRUE
зи ф о чр	TTR	1	disyllabic	TRUE
ла ф е чр	TTR	1	disyllabic	TRUE
 ф о чр	TTR	1	monosyllabic	TRUE
 фч е р	TTR	2	monosyllabic	TRUE
ма ф е чр	TTR	1	disyllabic	TRUE
зу фч о р	TTR	2	disyllabic	TRUE
 ф е чр	TTR	1	monosyllabic	TRUE
ра фч о р	TTR	2	disyllabic	TRUE
 ф е чс	TTT	1	monosyllabic	FALSE
жу ф е чс	TTT	1	disyllabic	FALSE
 фч е с	TTT	2	monosyllabic	FALSE
 фч е с	TTT	2	monosyllabic	FALSE
 фч е с	TTT	2	monosyllabic	FALSE
 ф е чс	TTT	1	monosyllabic	FALSE
 фч е ф	TTT	2	monosyllabic	FALSE
пи фч о ф	TTT	2	disyllabic	FALSE
 ф е чф	TTT	1	monosyllabic	FALSE
бу ф о чф	TTT	1	disyllabic	FALSE
ра ф е чф	TTT	1	disyllabic	FALSE
 ф о чф	TTT	1	monosyllabic	FALSE
ха фч о ф	TTT	2	disyllabic	FALSE
 ф е чф	TTT	1	monosyllabic	FALSE
 фч о ш	TTT	2	monosyllabic	FALSE
ки фч е ш	TTT	2	disyllabic	FALSE
 фч о ш	TTT	2	monosyllabic	FALSE
 ф е чш	TTT	1	monosyllabic	FALSE
 фч е ш	TTT	2	monosyllabic	FALSE
 фч о ш	TTT	2	monosyllabic	FALSE
 ф о чш	TTT	1	monosyllabic	FALSE
ми фч е ш	TTT	2	disyllabic	FALSE
 фч о ш	TTT	2	monosyllabic	FALSE
 ф о ш	TT	0	monosyllabic	FALSE
 ф о ш	TT	0	monosyllabic	FALSE
зи ф е ш	TT	0	disyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф о ш	TT	0	monosyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
ги ф е ш	TT	0	disyllabic	FALSE
ка ф о ш	TT	0	disyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф е ш	TT	0	monosyllabic	FALSE
 ф е шл	TTR	1	monosyllabic	TRUE
ну ф е шл	TTR	1	disyllabic	TRUE
 фш е л	TTR	2	monosyllabic	TRUE
ку ф е шл	TTR	1	disyllabic	TRUE
 ф о шл	TTR	1	monosyllabic	TRUE
би ф е шл	TTR	1	disyllabic	TRUE
хи ф е шл	TTR	1	disyllabic	TRUE
зу фш е л	TTR	2	disyllabic	TRUE
ру ф о шл	TTR	1	disyllabic	TRUE
 ф е шл	TTR	1	monosyllabic	TRUE
 фш о л	TTR	2	monosyllabic	TRUE
 ф о шл	TTR	1	monosyllabic	TRUE
 фш е л	TTR	2	monosyllabic	TRUE
 ф о шм	TTR	1	monosyllabic	TRUE
ла ф о шм	TTR	1	disyllabic	TRUE
 ф е шм	TTR	1	monosyllabic	TRUE
 фш о м	TTR	2	monosyllabic	TRUE
ху фш о м	TTR	2	disyllabic	TRUE
 фш о м	TTR	2	monosyllabic	TRUE
 фш е м	TTR	2	monosyllabic	TRUE
 ф е шм	TTR	1	monosyllabic	TRUE
 фш о н	TTR	2	monosyllabic	TRUE
 фш о н	TTR	2	monosyllabic	TRUE
 ф о шн	TTR	1	monosyllabic	TRUE
жу фш о н	TTR	2	disyllabic	TRUE
ри ф о шн	TTR	1	disyllabic	TRUE
 ф е шн	TTR	1	monosyllabic	TRUE
 ф е шн	TTR	1	monosyllabic	TRUE
ри фш е н	TTR	2	disyllabic	TRUE
 ф о шн	TTR	1	monosyllabic	TRUE
ра ф е шн	TTR	1	disyllabic	TRUE
 фш е н	TTR	2	monosyllabic	TRUE
зи ф о шн	TTR	1	disyllabic	TRUE
ри ф о шп	TTT	1	disyllabic	FALSE
су фш е п	TTT	2	disyllabic	FALSE
ри фш о п	TTT	2	disyllabic	FALSE
жу ф е шп	TTT	1	disyllabic	FALSE
 фш о п	TTT	2	monosyllabic	FALSE
 фш е п	TTT	2	monosyllabic	FALSE
 ф е шп	TTT	1	monosyllabic	FALSE
ки фш о п	TTT	2	disyllabic	FALSE
 ф о шп	TTT	1	monosyllabic	FALSE
гу фш о р	TTR	2	disyllabic	TRUE
си ф е шр	TTR	1	disyllabic	TRUE
 ф е шр	TTR	1	monosyllabic	TRUE
жу ф е шр	TTR	1	disyllabic	TRUE
ша ф е шр	TTR	1	disyllabic	TRUE
гу фш о р	TTR	2	disyllabic	TRUE
жу ф е шс	TTT	1	disyllabic	FALSE
 ф о шс	TTT	1	monosyllabic	FALSE
си ф е шс	TTT	1	disyllabic	FALSE
ши фш о с	TTT	2	disyllabic	FALSE
 фш о с	TTT	2	monosyllabic	FALSE
ра ф о шс	TTT	1	disyllabic	FALSE
ти ф е шт	TTT	1	disyllabic	FALSE
жи фш о т	TTT	2	disyllabic	FALSE
 ф е шт	TTT	1	monosyllabic	FALSE
 ф о шт	TTT	1	monosyllabic	FALSE
ли фш е т	TTT	2	disyllabic	FALSE
жу фш е т	TTT	2	disyllabic	FALSE
 фш е т	TTT	2	monosyllabic	FALSE
ху фш о х	TTT	2	disyllabic	FALSE
 фш о х	TTT	2	monosyllabic	FALSE
ла ф о шх	TTT	1	disyllabic	FALSE
 ф е шх	TTT	1	monosyllabic	FALSE
 ф о шх	TTT	1	monosyllabic	FALSE
лу ф е шх	TTT	1	disyllabic	FALSE
зу фш е х	TTT	2	disyllabic	FALSE
 фш о ч	TTT	2	monosyllabic	FALSE
шу фш о ч	TTT	2	disyllabic	FALSE
ки ф о шч	TTT	1	disyllabic	FALSE
 ф е шч	TTT	1	monosyllabic	FALSE
 ф о шч	TTT	1	monosyllabic	FALSE
 ф е шч	TTT	1	monosyllabic	FALSE
 фш о ч	TTT	2	monosyllabic	FALSE
 фш е ч	TTT	2	monosyllabic	FALSE
шу фш о ч	TTT	2	disyllabic	FALSE
та х е в	TR	0	disyllabic	TRUE
ша х е в	TR	0	disyllabic	TRUE
 х о в	TR	0	monosyllabic	TRUE
ла х е в	TR	0	disyllabic	TRUE
 х е в	TR	0	monosyllabic	TRUE
 х о в	TR	0	monosyllabic	TRUE
 х е в	TR	0	monosyllabic	TRUE
ти х о в	TR	0	disyllabic	TRUE
 х е в	TR	0	monosyllabic	TRUE
 х о в	TR	0	monosyllabic	TRUE
ма х о в	TR	0	disyllabic	TRUE
 х о в	TR	0	monosyllabic	TRUE
 х о л	TR	0	monosyllabic	TRUE
 х е л	TR	0	monosyllabic	TRUE
 х е л	TR	0	monosyllabic	TRUE
 х о л	TR	0	monosyllabic	TRUE
 х е л	TR	0	monosyllabic	TRUE
бу х е л	TR	0	disyllabic	TRUE
пи х е л	TR	0	disyllabic	TRUE
 х о л	TR	0	monosyllabic	TRUE
зи х о л	TR	0	disyllabic	TRUE
 х е л	TR	0	monosyllabic	TRUE
 х о л	TR	0	monosyllabic	TRUE
 х е м	TR	0	monosyllabic	TRUE
 х о м	TR	0	monosyllabic	TRUE
ха х о м	TR	0	disyllabic	TRUE
ра х о м	TR	0	disyllabic	TRUE
ра х е м	TR	0	disyllabic	TRUE
 х о м	TR	0	monosyllabic	TRUE
ну х е м	TR	0	disyllabic	TRUE
 х о м	TR	0	monosyllabic	TRUE
жи х о м	TR	0	disyllabic	TRUE
пи х о мв	TRR	1	disyllabic	FALSE
бу х о мв	TRR	1	disyllabic	FALSE
 хм е в	TRR	2	monosyllabic	FALSE
ли х е мв	TRR	1	disyllabic	FALSE
си хм о в	TRR	2	disyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
ла хм е в	TRR	2	disyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
ша х е мв	TRR	1	disyllabic	FALSE
 хм о в	TRR	2	monosyllabic	FALSE
жа хм о в	TRR	2	disyllabic	FALSE
пу хм о в	TRR	2	disyllabic	FALSE
лу х о мв	TRR	1	disyllabic	FALSE
 х о мв	TRR	1	monosyllabic	FALSE
 хм е в	TRR	2	monosyllabic	FALSE
лу хм е в	TRR	2	disyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
ти хм е в	TRR	2	disyllabic	FALSE
 х о мв	TRR	1	monosyllabic	FALSE
ху хм о в	TRR	2	disyllabic	FALSE
 х о мв	TRR	1	monosyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
ма хм е в	TRR	2	disyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
зу х е мв	TRR	1	disyllabic	FALSE
 хм о в	TRR	2	monosyllabic	FALSE
та хм е в	TRR	2	disyllabic	FALSE
му х е мв	TRR	1	disyllabic	FALSE
ба хм е в	TRR	2	disyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
ху хм е в	TRR	2	disyllabic	FALSE
 х е мв	TRR	1	monosyllabic	FALSE
 хм е в	TRR	2	monosyllabic	FALSE
лу х е мв	TRR	1	disyllabic	FALSE
га хм о в	TRR	2	disyllabic	FALSE
 хм о в	TRR	2	monosyllabic	FALSE
му хм о в	TRR	2	disyllabic	FALSE
ра хм о в	TRR	2	disyllabic	FALSE
